1.450	479.953
1.482	479.953
1.454	484.046
1.523	485.828
1.478	485.828
1.528	487.540
1.522	493.676
1.532	500.286
1.524	504.376
1.524	504.376
1.476	505.563
1.461	508.800
1.488	510.806
1.508	512.591
1.525	513.778
1.525	518.058
1.525	523.896
1.510	527.097
1.564	529.367
1.527	530.260
1.579	531.116
1.623	531.149
1.595	532.861
1.671	534.419
1.628	534.419
1.687	536.131
1.696	539.806
1.656	540.662
1.622	541.555
1.600	543.374
1.652	546.975
1.606	546.975
1.722	548.757
1.674	549.352
1.812	551.432
1.733	551.660
1.847	553.144
1.847	553.144
1.812	553.144
1.852	554.856
1.788	556.903
1.852	556.903
1.752	558.651
1.721	559.838
1.690	562.182
1.666	564.857
1.644	565.188
1.583	566.640
1.562	568.719
1.514	569.649
1.454	571.133
1.497	571.133
1.428	574.631
1.417	578.981
1.412	581.549
1.421	586.304
1.416	588.909
1.416	591.477
1.426	594.640
1.426	596.947
1.408	599.432
1.418	603.451
1.442	604.899
1.436	609.810
1.426	618.026
1.426	623.520
1.449	623.851
1.475	626.456
1.525	628.796
1.551	633.220
1.584	635.266
1.584	635.266
1.584	638.165
1.580	642.816
1.580	646.976
1.580	655.419
1.590	661.398
1.584	671.850
1.584	675.605
1.528	679.624
1.571	679.624
1.536	683.644
1.571	685.356
1.571	699.931
1.582	702.783
1.560	706.351
1.523	708.919
1.541	712.343
1.581	713.236
1.601	716.696
1.603	720.070
1.573	720.926
1.553	721.782
1.521	722.638
1.532	727.550
1.547	732.425
1.569	735.064
1.569	739.855
1.542	744.172
1.512	747.335
1.490	748.415
1.473	753.588
1.510	756.189
1.508	761.442
1.514	764.866
1.525	765.722
1.525	772.938
1.541	774.687
1.531	779.595
1.516	780.488
1.489	781.344
1.470	783.093
1.506	785.136
1.528	786.848
1.561	787.671
1.581	788.526
1.597	791.165
1.603	793.696
1.637	794.552
1.637	796.859
1.582	799.237
1.637	800.056
1.560	802.436
1.534	804.182
1.561	805.633
1.581	807.308
1.572	809.318
1.541	812.257
1.530	813.705
1.549	815.156
1.530	815.156
1.634	815.490
1.661	816.942
1.838	816.975
1.983	817.607
1.838	818.426
2.002	822.255
2.020	823.148
2.046	824.893
2.077	825.488
2.098	827.200
2.107	828.912
2.032	828.982
2.023	829.875
1.948	830.731
1.985	831.587
2.088	833.336
1.991	833.336
2.120	835.155
2.108	836.867
2.018	838.876
2.097	839.174
1.983	840.589
1.978	842.300
1.875	844.012
1.981	844.012
1.882	844.868
1.900	846.580
1.937	847.176
2.074	848.921
1.942	849.777
2.107	850.409
2.122	852.154
2.137	853.903
2.061	856.174
2.137	856.210
1.952	858.481
2.023	858.481
2.048	858.481
1.902	859.374
1.902	859.374
1.880	860.263
1.923	862.012
1.945	863.463
1.899	865.212
1.901	867.780
1.864	868.636
1.874	870.869
2.051	871.167
1.964	871.167
1.924	871.167
2.067	875.852
2.104	877.266
2.134	879.978
2.134	883.318
2.117	885.030
2.089	886.217
1.989	887.668
1.989	889.120
1.980	891.129
1.954	891.985
2.037	893.436
1.971	893.436
2.174	895.182
2.059	896.038
2.183	896.894
2.190	898.345
2.185	900.057
2.141	900.913
2.094	902.364
2.131	902.364
2.078	903.815
2.031	905.561
2.052	905.561
2.025	907.049
2.094	908.500
2.059	908.500
2.118	909.914
2.144	911.696
2.128	912.552
2.084	914.860
2.109	914.860
2.084	917.167
2.099	919.768
2.117	921.256
2.126	923.824
2.139	925.536
2.111	927.248
2.111	929.291
2.047	930.184
2.077	930.184
2.017	931.374
2.043	932.264
2.078	934.832
2.043	934.832
2.116	936.544
2.078	936.544
2.126	938.590
2.094	940.041
2.131	940.041
1.974	941.787
2.094	942.084
1.968	943.499
1.950	944.391
1.996	946.959
1.950	946.959
2.007	948.447
2.018	949.895
1.998	950.788
2.013	951.644
1.998	951.644
2.033	953.356
2.074	953.951
2.074	955.626
2.124	957.078
2.083	957.114
2.156	958.790
2.130	958.790
2.176	959.385
2.191	961.692
2.201	963.404
2.180	964.260
2.163	966.564
2.174	967.684
2.189	969.396
2.189	972.556
2.174	973.412
2.154	974.863
2.123	975.682
2.108	977.133
2.087	978.026
2.071	979.511
2.096	979.511
2.064	981.296
2.101	981.296
2.027	981.330
1.983	983.042
2.011	984.754
2.018	985.874
2.089	987.395
2.189	987.990
2.115	988.251
2.200	989.438
2.200	990.889
2.204	992.936
2.198	995.504
2.198	997.547
2.189	998.403
2.180	1000.449
2.174	1001.342
2.181	1003.161
2.186	1005.171
2.203	1006.916
2.162	1010.340
2.197	1010.340
2.136	1010.898
2.120	1012.610
2.162	1015.178
2.120	1015.178
2.189	1017.485
2.215	1018.341
2.228	1019.829
2.242	1020.685
2.242	1021.541
2.242	1023.026
2.233	1023.882
2.224	1025.073
2.224	1028.232
2.224	1029.944
2.213	1031.135
2.213	1033.442
2.213	1036.010
2.207	1038.611
2.195	1040.323
2.184	1042.035
2.178	1043.784
2.188	1047.803
2.210	1051.107
2.132	1051.963
2.107	1052.856
2.035	1054.902
2.029	1055.758
2.029	1058.065
2.094	1058.884
2.122	1060.145
2.062	1061.559
2.080	1061.596
2.136	1061.596
2.054	1063.569
2.052	1065.802
